amfi_code,nav
46000.0,46000.0
120247.0,269.5702650021739
14352.317221339148,577.1870602670778
100016.0,26.1366
118632.75,69.170425
119551.5,122.73214999999999
120842.25,260.33867499999997
149324.0,4268.5497
